T[s]	Sd/g[-]
2.785393	0.038044
2.787394	0.037989
2.789395	0.037935
2.791396	0.037881
2.793397	0.037826
2.795398	0.037772
2.797399	0.037718
2.799400	0.037664
2.801401	0.037611
2.803402	0.037557
2.805403	0.037503
2.807404	0.037450
2.809405	0.037397
2.811406	0.037343
2.813407	0.037290
2.815408	0.037237
2.817409	0.037184
2.819410	0.037132
2.821411	0.037079
2.823412	0.037026
2.825413	0.036974
2.827414	0.036922
2.829415	0.036869
2.831416	0.036817
2.833417	0.036765
2.835418	0.036714
2.837419	0.036662
2.839420	0.036610
2.841421	0.036559
2.843422	0.036507
2.845423	0.036456
2.847424	0.036405
2.849425	0.036353
2.851426	0.036302
2.853427	0.036252
2.855428	0.036201
2.857429	0.036150
2.859430	0.036099
2.861431	0.036049
2.863432	0.035999
2.865433	0.035948
2.867434	0.035898
2.869435	0.035848
2.871436	0.035798
2.873437	0.035748
2.875438	0.035699
2.877439	0.035649
2.879440	0.035600
2.881441	0.035550
2.883442	0.035501
2.885443	0.035452
2.887444	0.035402
2.889445	0.035353
2.891446	0.035304
2.893447	0.035256
2.895448	0.035207
2.897449	0.035158
2.899450	0.035110
2.901451	0.035061
2.903452	0.035013
2.905453	0.034965
2.907454	0.034917
2.909455	0.034869
2.911456	0.034821
2.913457	0.034773
2.915458	0.034725
2.917459	0.034678
2.919460	0.034630
2.921461	0.034583
2.923462	0.034535
2.925463	0.034488
2.927464	0.034441
2.929465	0.034394
2.931466	0.034347
2.933467	0.034300
2.935468	0.034254
2.937469	0.034207
2.939470	0.034160
2.941471	0.034114
2.943472	0.034067
2.945473	0.034021
2.947474	0.033975
2.949475	0.033929
2.951476	0.033883
2.953477	0.033837
2.955478	0.033791
2.957479	0.033746
2.959480	0.033700
2.961481	0.033654
2.963482	0.033609
2.965483	0.033564
2.967484	0.033518
2.969485	0.033473
2.971486	0.033428
2.973487	0.033383
2.975488	0.033338
2.977489	0.033294
2.979490	0.033249
2.981491	0.033204
2.983492	0.033160
2.985493	0.033115
2.987494	0.033071
2.989495	0.033027
2.991496	0.032982
2.993497	0.032938
2.995498	0.032894
2.997499	0.032850
2.999500	0.032807
3.001501	0.032763
3.003502	0.032719
3.005503	0.032676
3.007504	0.032632
3.009505	0.032589
3.011506	0.032546
3.013507	0.032502
3.015508	0.032459
3.017509	0.032416
3.019510	0.032373
3.021511	0.032330
3.023512	0.032288
3.025513	0.032245
3.027514	0.032202
3.029515	0.032160
3.031516	0.032117
3.033517	0.032075
3.035518	0.032033
3.037519	0.031991
3.039520	0.031948
3.041521	0.031906
3.043522	0.031864
3.045523	0.031823
3.047524	0.031781
3.049525	0.031739
3.051526	0.031698
3.053527	0.031656
3.055528	0.031615
3.057529	0.031573
3.059530	0.031532
3.061531	0.031491
3.063532	0.031450
3.065533	0.031409
3.067534	0.031368
3.069535	0.031327
3.071536	0.031286
3.073537	0.031245
3.075538	0.031205
3.077539	0.031164
3.079540	0.031123
3.081541	0.031083
3.083542	0.031043
3.085543	0.031003
3.087544	0.030962
3.089545	0.030922
3.091546	0.030882
3.093547	0.030842
3.095548	0.030802
3.097549	0.030763
3.099550	0.030723
3.101551	0.030683
3.103552	0.030644
3.105553	0.030604
3.107554	0.030565
3.109555	0.030526
3.111556	0.030486
3.113557	0.030447
3.115558	0.030408
3.117559	0.030369
3.119560	0.030330
3.121561	0.030291
3.123562	0.030252
3.125563	0.030214
3.127564	0.030175
3.129565	0.030136
3.131566	0.030098
3.133567	0.030060
3.135568	0.030021
3.137569	0.029983
3.139570	0.029945
3.141571	0.029907
3.143572	0.029868
3.145573	0.029830
3.147574	0.029793
3.149575	0.029755
3.151576	0.029717
3.153577	0.029679
3.155578	0.029642
3.157579	0.029604
3.159580	0.029567
3.161581	0.029529
3.163582	0.029492
3.165583	0.029455
3.167584	0.029417
3.169585	0.029380
3.171586	0.029343
3.173587	0.029306
3.175588	0.029269
3.177589	0.029232
3.179590	0.029196
3.181591	0.029159
3.183592	0.029122
3.185593	0.029086
3.187594	0.029049
3.189595	0.029013
3.191596	0.028976
3.193597	0.028940
3.195598	0.028904
3.197599	0.028868
3.199600	0.028832
3.201601	0.028796
3.203602	0.028760
3.205603	0.028724
3.207604	0.028688
3.209605	0.028652
3.211606	0.028616
3.213607	0.028581
3.215608	0.028545
3.217609	0.028510
3.219610	0.028474
3.221611	0.028439
3.223612	0.028404
3.225613	0.028368
3.227614	0.028333
3.229615	0.028298
3.231616	0.028263
3.233617	0.028228
3.235618	0.028193
3.237619	0.028158
3.239620	0.028124
3.241621	0.028089
3.243622	0.028054
3.245623	0.028020
3.247624	0.027985
3.249625	0.027951
3.251626	0.027916
3.253627	0.027882
3.255628	0.027848
3.257629	0.027814
3.259630	0.027779
3.261631	0.027745
3.263632	0.027711
3.265633	0.027677
3.267634	0.027644
3.269635	0.027610
3.271636	0.027576
3.273637	0.027542
3.275638	0.027509
3.277639	0.027475
3.279640	0.027441
3.281641	0.027408
3.283642	0.027375
3.285643	0.027341
3.287644	0.027308
3.289645	0.027275
3.291646	0.027242
3.293647	0.027209
3.295648	0.027176
3.297649	0.027143
3.299650	0.027110
3.301651	0.027077
3.303652	0.027044
3.305653	0.027011
3.307654	0.026979
3.309655	0.026946
3.311656	0.026913
3.313657	0.026881
3.315658	0.026849
3.317659	0.026816
3.319660	0.026784
3.321661	0.026752
3.323662	0.026719
3.325663	0.026687
3.327664	0.026655
3.329665	0.026623
3.331666	0.026591
3.333667	0.026559
3.335668	0.026527
3.337669	0.026496
3.339670	0.026464
3.341671	0.026432
3.343672	0.026401
3.345673	0.026369
3.347674	0.026337
3.349675	0.026306
3.351676	0.026275
3.353677	0.026243
3.355678	0.026212
3.357679	0.026181
3.359680	0.026150
3.361681	0.026118
3.363682	0.026087
3.365683	0.026056
3.367684	0.026025
3.369685	0.025994
3.371686	0.025964
3.373687	0.025933
3.375688	0.025902
3.377689	0.025871
3.379690	0.025841
3.381691	0.025810
3.383692	0.025780
3.385693	0.025749
3.387694	0.025719
3.389695	0.025688
3.391696	0.025658
3.393697	0.025628
3.395698	0.025598
3.397699	0.025568
3.399700	0.025538
3.401701	0.025507
3.403702	0.025478
3.405703	0.025448
3.407704	0.025418
3.409705	0.025388
3.411706	0.025358
3.413707	0.025328
3.415708	0.025299
3.417709	0.025269
3.419710	0.025240
3.421711	0.025210
3.423712	0.025181
3.425713	0.025151
3.427714	0.025122
3.429715	0.025092
3.431716	0.025063
3.433717	0.025034
3.435718	0.025005
3.437719	0.024976
3.439720	0.024947
3.441721	0.024918
3.443722	0.024889
3.445723	0.024860
3.447724	0.024831
3.449725	0.024802
3.451726	0.024773
3.453727	0.024745
3.455728	0.024716
3.457729	0.024688
3.459730	0.024659
3.461731	0.024631
3.463732	0.024602
3.465733	0.024574
3.467734	0.024545
3.469735	0.024517
3.471736	0.024489
3.473737	0.024461
3.475738	0.024432
3.477739	0.024404
3.479740	0.024376
3.481741	0.024348
3.483742	0.024320
3.485743	0.024292
3.487744	0.024264
3.489745	0.024237
3.491746	0.024209
3.493747	0.024181
3.495748	0.024153
3.497749	0.024126
3.499750	0.024098
3.501751	0.024071
3.503752	0.024043
3.505753	0.024016
3.507754	0.023988
3.509755	0.023961
3.511756	0.023934
3.513757	0.023907
3.515758	0.023879
3.517759	0.023852
3.519760	0.023825
3.521761	0.023798
3.523762	0.023771
3.525763	0.023744
3.527764	0.023717
3.529765	0.023690
3.531766	0.023663
3.533767	0.023637
3.535768	0.023610
3.537769	0.023583
3.539770	0.023556
3.541771	0.023530
3.543772	0.023503
3.545773	0.023477
3.547774	0.023450
3.549775	0.023424
3.551776	0.023397
3.553777	0.023371
3.555778	0.023345
3.557779	0.023319
3.559780	0.023292
3.561781	0.023266
3.563782	0.023240
3.565783	0.023214
3.567784	0.023188
3.569785	0.023162
3.571786	0.023136
3.573787	0.023110
3.575788	0.023084
3.577789	0.023058
3.579790	0.023033
3.581791	0.023007
3.583792	0.022981
3.585793	0.022956
3.587794	0.022930
3.589795	0.022904
3.591796	0.022879
3.593797	0.022854
3.595798	0.022828
3.597799	0.022803
3.599800	0.022777
3.601801	0.022752
3.603802	0.022727
3.605803	0.022702
3.607804	0.022676
3.609805	0.022651
3.611806	0.022626
3.613807	0.022601
3.615808	0.022576
3.617809	0.022551
3.619810	0.022526
3.621811	0.022501
3.623812	0.022476
3.625813	0.022452
3.627814	0.022427
3.629815	0.022402
3.631816	0.022378
3.633817	0.022353
3.635818	0.022328
3.637819	0.022304
3.639820	0.022279
3.641821	0.022255
3.643822	0.022230
3.645823	0.022206
3.647824	0.022182
3.649825	0.022157
3.651826	0.022133
3.653827	0.022109
3.655828	0.022085
3.657829	0.022060
3.659830	0.022036
3.661831	0.022012
3.663832	0.021988
3.665833	0.021964
3.667834	0.021940
3.669835	0.021916
3.671836	0.021892
3.673837	0.021869
3.675838	0.021845
3.677839	0.021821
3.679840	0.021797
3.681841	0.021774
3.683842	0.021750
3.685843	0.021726
3.687844	0.021703
3.689845	0.021679
3.691846	0.021656
3.693847	0.021632
3.695848	0.021609
3.697849	0.021585
3.699850	0.021562
3.701851	0.021539
3.703852	0.021516
3.705853	0.021492
3.707854	0.021469
3.709855	0.021446
3.711856	0.021423
3.713857	0.021400
3.715858	0.021377
3.717859	0.021354
3.719860	0.021331
3.721861	0.021308
3.723862	0.021285
3.725863	0.021262
3.727864	0.021239
3.729865	0.021216
3.731866	0.021194
3.733867	0.021171
3.735868	0.021148
3.737869	0.021126
3.739870	0.021103
3.741871	0.021081
3.743872	0.021058
3.745873	0.021036
3.747874	0.021013
3.749875	0.020991
3.751876	0.020968
3.753877	0.020946
3.755878	0.020924
3.757879	0.020901
3.759880	0.020879
3.761881	0.020857
3.763882	0.020835
3.765883	0.020813
3.767884	0.020790
3.769885	0.020768
3.771886	0.020746
3.773887	0.020724
3.775888	0.020702
3.777889	0.020681
3.779890	0.020659
3.781891	0.020637
3.783892	0.020615
3.785893	0.020593
3.787894	0.020571
3.789895	0.020550
3.791896	0.020528
3.793897	0.020506
3.795898	0.020485
3.797899	0.020463
3.799900	0.020442
3.801901	0.020420
3.803902	0.020399
3.805903	0.020377
3.807904	0.020356
3.809905	0.020334
3.811906	0.020313
3.813907	0.020292
3.815908	0.020270
3.817909	0.020249
3.819910	0.020228
3.821911	0.020207
3.823912	0.020186
3.825913	0.020165
3.827914	0.020144
3.829915	0.020122
3.831916	0.020101
3.833917	0.020080
3.835918	0.020060
3.837919	0.020039
3.839920	0.020018
3.841921	0.019997
3.843922	0.019976
3.845923	0.019955
3.847924	0.019935
3.849925	0.019914
3.851926	0.019893
3.853927	0.019873
3.855928	0.019852
3.857929	0.019831
3.859930	0.019811
3.861931	0.019790
3.863932	0.019770
3.865933	0.019749
3.867934	0.019729
3.869935	0.019708
3.871936	0.019688
3.873937	0.019668
3.875938	0.019647
3.877939	0.019627
3.879940	0.019607
3.881941	0.019587
3.883942	0.019567
3.885943	0.019546
3.887944	0.019526
3.889945	0.019506
3.891946	0.019486
3.893947	0.019466
3.895948	0.019446
3.897949	0.019426
3.899950	0.019406
3.901951	0.019386
3.903952	0.019366
3.905953	0.019347
3.907954	0.019327
3.909955	0.019307
3.911956	0.019287
3.913957	0.019268
3.915958	0.019248
3.917959	0.019228
3.919960	0.019209
3.921961	0.019189
3.923962	0.019169
3.925963	0.019150
3.927964	0.019130
3.929965	0.019111
3.931966	0.019092
3.933967	0.019072
3.935968	0.019053
3.937969	0.019033
3.939970	0.019014
3.941971	0.018995
3.943972	0.018975
3.945973	0.018956
3.947974	0.018937
3.949975	0.018918
3.951976	0.018899
3.953977	0.018880
3.955978	0.018860
3.957979	0.018841
3.959980	0.018822
3.961981	0.018803
3.963982	0.018784
3.965983	0.018765
3.967984	0.018746
3.969985	0.018728
3.971986	0.018709
3.973987	0.018690
3.975988	0.018671
3.977989	0.018652
3.979990	0.018634
3.981991	0.018615
3.983992	0.018596
3.985993	0.018577
3.987994	0.018559
3.989995	0.018540
3.991996	0.018522
3.993997	0.018503
3.995998	0.018485
3.997999	0.018466
4.000000	0.018448
